rank	mrna name	mirna name
16920	XRCC6|2547	hsa-miR-379-5p
16921	LCA5|167691	hsa-miR-182-5p
16922	PTAR1|375743	hsa-let-7g-5p
16923	PA2G4|5036	hsa-miR-335-3p
16924	CTDSP1|58190	hsa-miR-1271-5p
16925	MRPL45|84311	hsa-miR-2355-5p
16926	SERTAD3|29946	hsa-miR-92b-3p
16927	TGFBR1|7046	hsa-miR-17-3p
16928	PTBP1|5725	hsa-miR-28-3p
16929	SQSTM1|8878	hsa-miR-423-5p
16930	KLF12|11278	hsa-miR-210-3p
16931	PLK2|10769	hsa-miR-501-3p
16932	UBFD1|56061	hsa-miR-582-3p
16933	ABCD1|215	hsa-miR-532-3p
16934	MCFD2|90411	hsa-miR-15a-5p
16935	ING2|3622	hsa-miR-25-3p
16936	FBXO17|115290	hsa-miR-15a-5p
16937	MIDN|90007	hsa-miR-222-3p
16938	STAC2|342667	hsa-miR-2355-5p
16939	FAM84B|157638	hsa-miR-27a-3p
16940	WIPI1|55062	hsa-miR-92a-3p
16941	BAG5|9529	hsa-miR-127-3p
16942	ZNF385A|25946	hsa-miR-125a-5p
16943	AEBP2|121536	hsa-miR-199b-3p
16944	SYBU|55638	hsa-miR-19b-3p
16945	HSPA13|6782	hsa-miR-200c-3p
16946	BNIP2|663	hsa-miR-19b-3p
16947	ALDH7A1|501	hsa-miR-10a-5p
16948	ACVR1|90	hsa-miR-30e-5p
16949	MPZL1|9019	hsa-miR-197-3p
16950	MYO1F|4542	hsa-let-7c-5p
16951	SLC25A5|292	hsa-miR-181a-2-3p
16952	PNPLA6|10908	hsa-miR-148b-3p
16953	DCUN1D1|54165	hsa-miR-30d-5p
16954	FAF2|23197	hsa-miR-9-5p
16955	FUCA2|2519	hsa-miR-107
16956	PGRMC2|10424	hsa-miR-339-5p
16957	KPNB1|3837	hsa-miR-10a-5p
16958	UBB|7314	hsa-miR-130a-3p
16959	GRAMD1A|57655	hsa-let-7f-5p
16960	EEF1A1|1915	hsa-miR-338-3p
16961	MALT1|10892	hsa-miR-21-5p
16962	DHX29|54505	hsa-miR-181a-5p
16963	RIC8B|55188	hsa-miR-146b-5p
16964	SNAP23|8773	hsa-let-7e-5p
16965	CXCL12|6387	hsa-miR-199a-3p
16966	FASTK|10922	hsa-miR-134-5p
16967	APOD|347	hsa-miR-1301-3p
16968	GIGYF1|64599	hsa-miR-19b-3p
16969	C14orf79|122616	hsa-miR-214-5p
16970	TCF7L1|83439	hsa-miR-106b-5p
16971	DDX5|1655	hsa-miR-205-5p
16972	ZNF594|84622	hsa-miR-766-3p
16973	C5orf22|55322	hsa-miR-99a-5p
16974	CTTNBP2NL|55917	hsa-miR-181a-5p
16975	FGFR1OP2|26127	hsa-miR-1269a
16976	CHCHD7|79145	hsa-miR-130b-5p
16977	FBXO17|115290	hsa-miR-424-5p
16978	GPX8|493869	hsa-miR-205-5p
16979	BMI1|648	hsa-miR-128-3p
16980	DCAF16|54876	hsa-miR-22-3p
16981	FRS2|10818	hsa-miR-96-5p
16982	FOXJ3|22887	hsa-miR-141-3p
16983	CHSY1|22856	hsa-miR-29a-3p
16984	AMMECR1L|83607	hsa-miR-22-3p
16985	AMOTL2|51421	hsa-miR-30a-5p
16986	RHOBTB3|22836	hsa-miR-146a-5p
16987	HOXA10|3206	hsa-miR-182-5p
16988	SIM2|6493	hsa-miR-431-3p
16989	N6AMT1|29104	hsa-miR-19a-3p
16990	CREB1|1385	hsa-miR-27b-3p
16991	SGK1|6446	hsa-miR-16-5p
16992	ARL6IP6|151188	hsa-let-7a-5p
16993	PTPN4|5775	hsa-miR-15b-5p
16994	TTLL7|79739	hsa-miR-30a-5p
16995	TARS|6897	hsa-miR-505-5p
16996	VEGFA|7422	hsa-miR-339-5p
16997	TTC31|64427	hsa-miR-379-5p
16998	RAD54B|25788	hsa-miR-181b-5p
16999	DCAKD|79877	hsa-miR-143-3p
17000	MTMR6|9107	hsa-miR-148a-3p
17001	EIF4EBP2|1979	hsa-miR-146b-5p
17002	METTL8|79828	hsa-miR-181a-2-3p
17003	CXCL12|6387	hsa-miR-199b-3p
17004	FGFR1OP|11116	hsa-miR-17-3p
17005	KCNK2|3776	hsa-miR-24-3p
17006	TNKS1BP1|85456	hsa-miR-20a-5p
17007	ATP6V1D|51382	hsa-miR-199a-5p
17008	HMG20A|10363	hsa-miR-125b-2-3p
17009	ELOVL5|60481	hsa-miR-3065-3p
17010	ZNF652|22834	hsa-miR-199a-5p
17011	SEC14L1|6397	hsa-miR-22-3p
17012	FXYD5|53827	hsa-miR-891a-5p
17013	COPZ1|22818	hsa-miR-17-3p
17014	ZKSCAN1|7586	hsa-miR-143-3p
17015	CCNY|219771	hsa-let-7b-5p
17016	SNN|8303	hsa-miR-26b-5p
17017	SEPW1|6415	hsa-miR-93-3p
17018	SMAD7|4092	hsa-miR-182-5p
17019	ELOVL6|79071	hsa-miR-125b-5p
17020	CLDN11|5010	hsa-miR-100-5p
17021	SKIL|6498	hsa-let-7d-5p
17022	PSMD7|5713	hsa-miR-30d-5p
17023	TMEM120B|144404	hsa-miR-125b-5p
17024	SAAL1|113174	hsa-let-7g-3p
17025	PRKCI|5584	hsa-miR-455-5p
17026	ASPN|54829	hsa-miR-28-3p
17027	PNMA3|29944	hsa-miR-146b-3p
17028	TRIM2|23321	hsa-miR-10a-5p
17029	CEBPD|1052	hsa-let-7c-5p
17030	CBX5|23468	hsa-let-7a-5p
17031	AKTIP|64400	hsa-miR-106b-5p
17032	CAPRIN2|65981	hsa-miR-20a-5p
17033	WTAP|9589	hsa-miR-425-5p
17034	LIMK2|3985	hsa-miR-361-3p
17035	FERMT2|10979	hsa-miR-16-5p
17036	PALM|5064	hsa-miR-29a-3p
17037	DBF4|10926	hsa-miR-30b-5p
17038	CDC42SE2|56990	hsa-miR-22-3p
17039	IL10RB|3588	hsa-miR-146b-3p
17040	MYCBP|26292	hsa-miR-100-5p
17041	GSG1L|146395	hsa-miR-3691-5p
17042	SNRNP25|79622	hsa-miR-10b-5p
17043	PDLIM1|9124	hsa-miR-146b-5p
17044	SSX2IP|117178	hsa-miR-181a-5p
17045	SMAP2|64744	hsa-let-7c-5p
17046	ZNF784|147808	hsa-let-7g-5p
17047	YWHAZ|7534	hsa-miR-30b-5p
17048	NRBP1|29959	hsa-miR-30d-5p
17049	VANGL2|57216	hsa-miR-24-3p
17050	QKI|9444	hsa-miR-424-5p
17051	ARHGAP8|23779	hsa-let-7g-5p
17052	CPSF1|29894	hsa-let-7i-5p
17053	VPS37C|55048	hsa-miR-29c-3p
17054	RALB|5899	hsa-miR-192-5p
17055	EIF3CL|728689	hsa-miR-134-5p
17056	GPR137B|7107	hsa-miR-20a-5p
17057	FAM192A|80011	hsa-miR-17-3p
17058	EXOC8|149371	hsa-miR-145-5p
17059	FANCF|2188	hsa-miR-30a-5p
17060	CCDC6|8030	hsa-miR-141-3p
17061	HAT1|8520	hsa-miR-486-5p
17062	MAP3K1|4214	hsa-let-7c-5p
17063	PSMD7|5713	hsa-miR-16-5p
17064	MYADM|91663	hsa-miR-15a-5p
17065	TMEM208|29100	hsa-miR-17-3p
17066	ZNF680|340252	hsa-miR-19b-3p
17067	TRAF3|7187	hsa-miR-361-3p
17068	PXMP4|11264	hsa-let-7a-5p
17069	UPF2|26019	hsa-miR-107
17070	WNK2|65268	hsa-miR-744-5p
17071	GNG12|55970	hsa-miR-29c-3p
17072	TIMM17A|10440	hsa-miR-133b
17073	RSBN1L|222194	hsa-miR-148a-3p
17074	AK2|204	hsa-miR-9-5p
17075	EIF4B|1975	hsa-miR-342-3p
17076	FBXL5|26234	hsa-miR-20b-5p
17077	CHMP6|79643	hsa-miR-191-5p
17078	NCF2|4688	hsa-miR-532-5p
17079	PLAT|5327	hsa-miR-134-5p
17080	ANKRD52|283373	hsa-miR-182-5p
17081	EMP1|2012	hsa-miR-708-3p
17082	FBLN1|2192	hsa-miR-1269a
17083	RNF7|9616	hsa-let-7e-5p
17084	LCLAT1|253558	hsa-miR-629-5p
17085	ZNF140|7699	hsa-miR-199b-5p
17086	PPP2R1A|5518	hsa-miR-199b-5p
17087	ZNF473|25888	hsa-miR-185-5p
17088	VGLL1|51442	hsa-miR-29a-3p
17089	GCH1|2643	hsa-miR-9-5p
17090	QKI|9444	hsa-miR-15b-5p
17091	FAM35A|54537	hsa-miR-130a-3p
17092	ABCB9|23457	hsa-let-7e-5p
17093	BCAT2|587	hsa-miR-363-3p
17094	LYPD3|27076	hsa-miR-151a-5p
17095	GATM|2628	hsa-miR-30e-5p
17096	RNF20|56254	hsa-let-7d-5p
17097	ZNF395|55893	hsa-miR-23b-3p
17098	ZNFX1|57169	hsa-miR-106a-5p
17099	TMEM123|114908	hsa-miR-200b-3p
17100	DUSP8|1850	hsa-miR-423-5p
17101	TMEM123|114908	hsa-miR-93-5p
17102	KIAA1328|57536	hsa-let-7b-5p
17103	ANP32A|8125	hsa-miR-132-3p
17104	PRRG1|5638	hsa-miR-660-5p
17105	LIPE|3991	hsa-miR-16-5p
17106	NIT1|4817	hsa-miR-125a-3p
17107	SYNGAP1|8831	hsa-miR-210-3p
17108	SESN1|27244	hsa-miR-200b-3p
17109	IFI27|3429	hsa-miR-331-3p
17110	ADNP|23394	hsa-miR-19b-3p
17111	SCML2|10389	hsa-miR-29a-3p
17112	ZFP36L1|677	hsa-miR-30a-5p
17113	DYM|54808	hsa-miR-29c-3p
17114	STC1|6781	hsa-miR-542-3p
17115	DNMT1|1786	hsa-miR-148b-3p
17116	CA2|760	hsa-miR-23a-3p
17117	SSB|6741	hsa-miR-15b-3p
17118	CDCA5|113130	hsa-miR-1296-5p
17119	MAML1|9794	hsa-miR-30d-5p
17120	CREB3L2|64764	hsa-miR-185-5p
17121	SOCS6|9306	hsa-miR-30d-5p
17122	ZNF100|163227	hsa-miR-10b-5p
17123	FBXO25|26260	hsa-miR-23a-3p
17124	SLC6A8|6535	hsa-miR-19a-3p
17125	FGF7|2252	hsa-miR-16-5p
17126	MYL9|10398	hsa-miR-324-3p
17127	C7orf25|79020	hsa-miR-218-5p
17128	NEDD4L|23327	hsa-miR-93-5p
17129	FAM104A|84923	hsa-miR-151a-3p
17130	MRPS27|23107	hsa-miR-501-3p
17131	POGZ|23126	hsa-let-7b-5p
17132	SLC16A9|220963	hsa-miR-182-5p
17133	TPD52L2|7165	hsa-miR-320a
17134	ZNF217|7764	hsa-miR-301a-3p
17135	NRP1|8829	hsa-miR-152-3p
17136	FAM133B|257415	hsa-miR-25-3p
17137	RAB6A|5870	hsa-miR-21-5p
17138	SYS1|90196	hsa-miR-15b-5p
17139	SEPW1|6415	hsa-miR-423-5p
17140	MSN|4478	hsa-miR-192-5p
17141	PGM2L1|283209	hsa-miR-425-5p
17142	TRIM71|131405	hsa-let-7b-5p
17143	HEXIM1|10614	hsa-miR-182-5p
17144	FGF2|2247	hsa-miR-16-5p
17145	NSUN5|55695	hsa-miR-210-3p
17146	CBX2|84733	hsa-miR-30e-5p
17147	RPS11|6205	hsa-miR-431-5p
17148	MSTO1|55154	hsa-miR-93-5p
17149	OSBPL1A|114876	hsa-miR-145-5p
17150	FAM133B|257415	hsa-miR-16-5p
17151	VPS54|51542	hsa-miR-92a-3p
17152	MFI2|4241	hsa-miR-744-5p
17153	DUSP2|1844	hsa-miR-20b-5p
17154	RPUSD1|113000	hsa-miR-107
17155	CCNE1|898	hsa-miR-874-3p
17156	PIN1|5300	hsa-miR-200c-3p
17157	COL12A1|1303	hsa-miR-500a-3p
17158	GRB2|2885	hsa-miR-629-5p
17159	ERGIC2|51290	hsa-miR-32-5p
17160	GALNT4|8693	hsa-miR-29a-3p
17161	MFAP3L|9848	hsa-miR-181a-2-3p
17162	LAMP2|3920	hsa-miR-194-5p
17163	THEM4|117145	hsa-miR-143-3p
17164	EIF5A2|56648	hsa-miR-221-3p
17165	OSR1|130497	hsa-miR-21-5p
17166	RBPMS|11030	hsa-miR-21-3p
17167	GK5|256356	hsa-miR-125a-5p
17168	ELF4|2000	hsa-let-7b-5p
17169	TGFB1I1|7041	hsa-miR-17-5p
17170	DCLRE1B|64858	hsa-let-7b-5p
17171	TTC39A|22996	hsa-miR-128-3p
17172	C22orf39|128977	hsa-miR-200c-3p
17173	FRZB|2487	hsa-miR-629-5p
17174	GATM|2628	hsa-miR-30a-5p
17175	KCNJ11|3767	hsa-let-7e-5p
17176	ZNF821|55565	hsa-miR-22-3p
17177	MRPL48|51642	hsa-miR-96-5p
17178	DAB2IP|153090	hsa-miR-92a-3p
17179	PHF13|148479	hsa-miR-19a-3p
17180	IRGQ|126298	hsa-miR-34a-5p
17181	YWHAH|7533	hsa-miR-33a-5p
17182	SLMO2|51012	hsa-miR-23a-3p
17183	AIMP2|7965	hsa-miR-29b-3p
17184	SPG20|23111	hsa-miR-301a-3p
17185	ADAMTS10|81794	hsa-miR-29b-3p
17186	SEMA6A|57556	hsa-miR-145-5p
17187	HOXA9|3205	hsa-let-7c-5p
17188	SIRT1|23411	hsa-miR-29a-3p
17189	MTERFD1|51001	hsa-miR-217
17190	MR1|3140	hsa-miR-126-5p
17191	ADAMTS8|11095	hsa-let-7f-5p
17192	NDUFA12|55967	hsa-miR-342-5p
17193	FJX1|24147	hsa-miR-106a-5p
17194	STAT1|6772	hsa-miR-223-3p
17195	NPAS3|64067	hsa-miR-107
17196	LGALS3BP|3959	hsa-miR-127-5p
17197	HLA-DRA|3122	hsa-miR-27b-3p
17198	ETS2|2114	hsa-miR-495-3p
17199	SYNGR2|9144	hsa-miR-182-5p
17200	MTMR3|8897	hsa-miR-125a-5p
17201	FZD3|7976	hsa-miR-30c-5p
17202	AMMECR1|9949	hsa-miR-100-5p
17203	PSMD11|5717	hsa-miR-196a-5p
17204	DYNLL1|8655	hsa-miR-30a-3p
17205	YWHAE|7531	hsa-miR-532-5p
17206	PNRC1|10957	hsa-miR-23a-3p
17207	PARP16|54956	hsa-let-7a-5p
17208	ABHD6|57406	hsa-miR-125a-5p
17209	VKORC1|79001	hsa-miR-133b
17210	MEA1|4201	hsa-miR-483-5p
17211	ERG|2078	hsa-miR-21-5p
17212	FAM72B|653820	hsa-miR-135b-5p
17213	NUDT5|11164	hsa-miR-218-5p
17214	ARFIP2|23647	hsa-miR-532-3p
17215	DPY19L4|286148	hsa-miR-196b-5p
17216	CSTA|1475	hsa-let-7f-5p
17217	RTN3|10313	hsa-miR-361-5p
17218	TARBP2|6895	hsa-let-7g-5p
17219	KDM3A|55818	hsa-let-7f-5p
17220	PRRX1|5396	hsa-let-7i-5p
17221	FAM8A1|51439	hsa-miR-378a-3p
17222	RNFT1|51136	hsa-miR-98-5p
17223	ARIH1|25820	hsa-miR-15a-5p
17224	FAM43A|131583	hsa-let-7a-5p
17225	SKA1|220134	hsa-miR-28-5p
17226	PRKCH|5583	hsa-miR-24-3p
17227	DYNLL1|8655	hsa-miR-30e-3p
17228	ACADS|35	hsa-miR-106b-3p
17229	C9orf72|203228	hsa-miR-30b-5p
17230	FAM129A|116496	hsa-miR-93-5p
17231	XPO6|23214	hsa-miR-206
17232	TP53INP1|94241	hsa-miR-22-3p
17233	FAM167A|83648	hsa-miR-34c-5p
17234	MTERFD2|130916	hsa-miR-26b-5p
17235	RNF217|154214	hsa-miR-16-5p
17236	SENP2|59343	hsa-let-7e-5p
17237	POLE4|56655	hsa-miR-15a-5p
17238	FNDC5|252995	hsa-miR-197-3p
17239	DERL2|51009	hsa-miR-339-5p
17240	TM9SF3|56889	hsa-miR-136-5p
17241	APP|351	hsa-miR-424-5p
17242	SEC62|7095	hsa-miR-222-3p
17243	FKBP15|23307	hsa-miR-192-5p
17244	STAT1|6772	hsa-miR-338-3p
17245	TNPO1|3842	hsa-miR-30e-5p
17246	ITPKC|80271	hsa-miR-9-5p
17247	RBM3|5935	hsa-miR-582-3p
17248	COL9A2|1298	hsa-miR-143-3p
17249	TMEM2|23670	hsa-miR-361-3p
17250	DARS|1615	hsa-miR-194-5p
17251	PNMA1|9240	hsa-miR-30d-5p
17252	P4HA2|8974	hsa-let-7d-5p
17253	HOOK3|84376	hsa-miR-29b-3p
17254	UBR4|23352	hsa-miR-224-5p
17255	TCTA|6988	hsa-miR-24-3p
17256	MALL|7851	hsa-miR-22-3p
17257	KCNS3|3790	hsa-miR-320a
17258	UTP14C|9724	hsa-miR-10b-5p
17259	EFNB2|1948	hsa-miR-100-5p
17260	CCDC77|84318	hsa-miR-339-3p
17261	POLE3|54107	hsa-miR-29a-3p
17262	MYL12B|103910	hsa-miR-381-3p
17263	FNDC3A|22862	hsa-let-7e-5p
17264	BAG5|9529	hsa-miR-200c-3p
17265	DRAM1|55332	hsa-miR-324-5p
17266	H2AFX|3014	hsa-miR-937-3p
17267	CCND1|595	hsa-miR-93-5p
17268	REEP4|80346	hsa-miR-324-5p
17269	SPG20|23111	hsa-miR-130b-3p
17270	VPS26A|9559	hsa-miR-182-5p
17271	OSR2|116039	hsa-miR-361-3p
17272	USO1|8615	hsa-miR-127-5p
17273	CDK2AP1|8099	hsa-miR-26a-5p
17274	ZNF274|10782	hsa-miR-152-3p
17275	EIF3M|10480	hsa-miR-17-5p
17276	ANKRD28|23243	hsa-miR-145-5p
17277	SNX12|29934	hsa-miR-27b-3p
17278	KIAA2013|90231	hsa-miR-148a-3p
17279	GMPPA|29926	hsa-miR-28-5p
17280	IPO7|10527	hsa-miR-15a-5p
17281	CRTAP|10491	hsa-miR-429
17282	EPB41L2|2037	hsa-miR-3065-3p
17283	SSH2|85464	hsa-miR-128-3p
17284	APP|351	hsa-miR-21-3p
17285	AMT|275	hsa-let-7c-5p
17286	ARHGAP1|392	hsa-miR-130a-3p
17287	YPEL1|29799	hsa-miR-181a-5p
17288	URM1|81605	hsa-miR-29b-3p
17289	TSPAN17|26262	hsa-miR-24-3p
17290	EIF4EBP2|1979	hsa-miR-182-5p
17291	PHIP|55023	hsa-miR-181a-5p
17292	RAI2|10742	hsa-miR-301a-3p
17293	MID1IP1|58526	hsa-miR-194-5p
17294	MAF|4094	hsa-miR-143-3p
17295	PELI2|57161	hsa-miR-135b-5p
17296	EXOC8|149371	hsa-miR-199a-5p
17297	JAK1|3716	hsa-miR-30a-5p
17298	MYCBP|26292	hsa-let-7c-5p
17299	NCK2|8440	hsa-miR-30e-5p
17300	ZNF22|7570	hsa-miR-30a-3p
17301	AIDA|64853	hsa-miR-199a-5p
17302	TMBIM4|51643	hsa-miR-500a-5p
17303	RNF7|9616	hsa-let-7f-5p
17304	SH3YL1|26751	hsa-miR-30a-5p
17305	GALNT2|2590	hsa-let-7c-5p
17306	ALAD|210	hsa-miR-15a-5p
17307	NTN4|59277	hsa-miR-96-5p
17308	UBTF|7343	hsa-miR-29b-3p
17309	DCAF12|25853	hsa-miR-222-3p
17310	SH3D19|152503	hsa-miR-130b-3p
17311	STX17|55014	hsa-let-7a-5p
17312	NAIF1|203245	hsa-miR-125b-5p
17313	SLC25A28|81894	hsa-miR-132-3p
17314	GADD45A|1647	hsa-miR-130a-3p
17315	FAM45A|404636	hsa-miR-20b-5p
17316	CCDC74B|91409	hsa-miR-223-3p
17317	MCFD2|90411	hsa-miR-15b-5p
17318	PPP3CA|5530	hsa-miR-30b-5p
17319	C16orf70|80262	hsa-miR-148a-3p
17320	KIAA0040|9674	hsa-miR-181a-2-3p
17321	KCNJ2|3759	hsa-miR-19b-3p
17322	CD33|945	hsa-miR-10b-5p
17323	IGFBP3|3486	hsa-miR-106b-3p
17324	IMMP2L|83943	hsa-miR-200c-3p
17325	RPS12|6206	hsa-miR-1-3p
17326	COL25A1|84570	hsa-miR-182-5p
17327	OTUD1|220213	hsa-miR-19a-3p
17328	PIAS4|51588	hsa-miR-744-5p
17329	CHD7|55636	hsa-let-7f-5p
17330	BMF|90427	hsa-miR-423-5p
17331	ARRDC2|27106	hsa-miR-149-5p
17332	WARS2|10352	hsa-let-7a-5p
17333	HK2|3099	hsa-miR-9-5p
17334	NOTCH2|4853	hsa-miR-191-5p
17335	AXIN2|8313	hsa-miR-107
17336	KDM2A|22992	hsa-miR-130b-3p
17337	CTNNBIP1|56998	hsa-miR-23a-3p
17338	IGSF1|3547	hsa-let-7c-5p
17339	IPPK|64768	hsa-miR-23a-3p
17340	MAP4|4134	hsa-miR-130a-3p
17341	DOK3|79930	hsa-let-7b-5p
17342	ATL2|64225	hsa-miR-30e-5p
17343	CNBP|7555	hsa-miR-193b-3p
17344	THOC7|80145	hsa-miR-181a-5p
17345	AHI1|54806	hsa-miR-196a-5p
17346	HTATSF1|27336	hsa-miR-10b-5p
17347	KARS|3735	hsa-miR-15a-5p
17348	TGDS|23483	hsa-let-7b-5p
17349	ARHGEF3|50650	hsa-miR-181b-5p
17350	PAXIP1|22976	hsa-miR-92a-3p
17351	TEX261|113419	hsa-let-7a-5p
17352	JAK1|3716	hsa-miR-106b-5p
17353	ASH1L|55870	hsa-miR-103a-3p
17354	APH1A|51107	hsa-let-7b-5p
17355	DNAJB5|25822	hsa-miR-200c-3p
17356	DDX26B|203522	hsa-let-7f-5p
17357	PARN|5073	hsa-miR-335-3p
17358	RNF157|114804	hsa-miR-22-3p
17359	DUSP10|11221	hsa-miR-450a-5p
17360	STX16|8675	hsa-miR-29b-3p
17361	ERRFI1|54206	hsa-miR-589-5p
17362	BCAT1|586	hsa-let-7i-5p
17363	AHCTF1|25909	hsa-let-7g-5p
17364	TSC1|7248	hsa-miR-301a-3p
17365	TMEM128|85013	hsa-miR-148a-3p
17366	CCND1|595	hsa-let-7f-5p
17367	MRPL34|64981	hsa-miR-432-5p
17368	RGMB|285704	hsa-miR-106a-5p
17369	DIAPH2|1730	hsa-let-7e-5p
17370	SAT1|6303	hsa-miR-345-5p
17371	TMEM99|147184	hsa-miR-30e-3p
17372	UAP1L1|91373	hsa-miR-423-3p
17373	SCD5|79966	hsa-miR-10a-5p
17374	POLG|5428	hsa-miR-181a-2-3p
17375	RNF141|50862	hsa-miR-199a-3p
17376	VASH1|22846	hsa-miR-324-5p
17377	VMA21|203547	hsa-miR-182-5p
17378	CCNY|219771	hsa-miR-204-5p
17379	UFM1|51569	hsa-miR-199a-3p
17380	ZNF41|7592	hsa-miR-103a-3p
17381	C1orf210|149466	hsa-miR-125a-5p
17382	PLTP|5360	hsa-miR-184
17383	PCMT1|5110	hsa-miR-424-5p
17384	NOL3|8996	hsa-miR-103a-3p
17385	MLEC|9761	hsa-miR-423-5p
17386	SAMD5|389432	hsa-miR-22-3p
17387	C19orf43|79002	hsa-miR-106b-3p
17388	ALG12|79087	hsa-miR-342-5p
17389	TMEM170B|100113407	hsa-miR-337-3p
17390	ZNF440|126070	hsa-miR-200a-5p
17391	INPP5B|3633	hsa-miR-223-3p
17392	CPSF3|51692	hsa-miR-26b-5p
17393	MTCH2|23788	hsa-miR-150-5p
17394	RPS15A|6210	hsa-miR-29b-3p
17395	WDR44|54521	hsa-miR-19b-3p
17396	DUSP14|11072	hsa-miR-199a-5p
17397	SEC14L1|6397	hsa-miR-23b-3p
17398	PPHLN1|51535	hsa-miR-429
17399	FPGS|2356	hsa-miR-199b-5p
17400	NPTX1|4884	hsa-miR-182-5p
17401	RNF141|50862	hsa-miR-199b-3p
17402	SOS1|6654	hsa-miR-106b-5p
17403	CRTAP|10491	hsa-let-7a-5p
17404	RASGRP1|10125	hsa-miR-21-5p
17405	PCMTD1|115294	hsa-miR-200c-3p
17406	UBE2G2|7327	hsa-miR-145-5p
17407	SSR3|6747	hsa-miR-30c-5p
17408	CLEC18A|348174	hsa-miR-10a-5p
17409	UFM1|51569	hsa-miR-199b-3p
17410	MCF2L|23263	hsa-miR-744-5p
17411	SULT1A3|6818	hsa-miR-17-3p
17412	SRPX|8406	hsa-miR-103a-3p
17413	SORBS1|10580	hsa-miR-181a-2-3p
17414	MED6|10001	hsa-let-7a-5p
17415	TDG|6996	hsa-miR-125a-5p
17416	B2M|567	hsa-miR-16-2-3p
17417	GALE|2582	hsa-miR-10b-5p
17418	UTRN|7402	hsa-miR-9-5p
17419	PEX11B|8799	hsa-miR-93-3p
17420	FN3KRP|79672	hsa-miR-19a-3p
17421	TNNT2|7139	hsa-miR-9-5p
17422	C12orf43|64897	hsa-miR-197-3p
17423	CFL2|1073	hsa-miR-23b-3p
17424	H2AFY|9555	hsa-miR-29b-3p
17425	FAM160B1|57700	hsa-miR-361-3p
17426	RSU1|6251	hsa-miR-18a-5p
17427	CRIM1|51232	hsa-miR-9-5p
17428	RNF2|6045	hsa-miR-200c-3p
17429	LEPROTL1|23484	hsa-miR-500a-5p
17430	SLC39A8|64116	hsa-miR-532-5p
17431	IVD|3712	hsa-miR-197-3p
17432	BCL9|607	hsa-miR-22-3p
17433	L2HGDH|79944	hsa-miR-423-3p
17434	GZF1|64412	hsa-miR-9-5p
17435	DOK4|55715	hsa-miR-182-5p
17436	THAP11|57215	hsa-miR-324-5p
17437	NEK1|4750	hsa-miR-335-3p
17438	CROCC|9696	hsa-miR-100-5p
17439	VASH2|79805	hsa-miR-429
17440	KDM3B|51780	hsa-miR-199b-5p
17441	SUCLG2|8801	hsa-miR-151a-5p
17442	GRIN2D|2906	hsa-miR-27a-3p
17443	SLC25A27|9481	hsa-let-7c-5p
17444	USP24|23358	hsa-miR-106b-5p
17445	SPRED1|161742	hsa-miR-542-3p
17446	RIOK3|8780	hsa-let-7i-5p
17447	ITPRIPL2|162073	hsa-miR-378a-3p
17448	PIN1|5300	hsa-miR-708-3p
17449	ARPC5|10092	hsa-miR-30a-5p
17450	SNX24|28966	hsa-miR-223-3p
17451	C11orf73|51501	hsa-miR-148a-3p
17452	RPS23|6228	hsa-miR-200b-3p
17453	GK5|256356	hsa-miR-125b-5p
17454	RPL37|6167	hsa-miR-146b-3p
17455	TIMP2|7077	hsa-miR-106b-5p
17456	DDX52|11056	hsa-miR-26a-5p
17457	DPY19L4|286148	hsa-miR-23a-3p
17458	STAT1|6772	hsa-miR-532-3p
17459	ZNF549|256051	hsa-miR-769-5p
17460	ABCF2|10061	hsa-miR-103a-3p
17461	ANKFY1|51479	hsa-miR-10a-5p
17462	APP|351	hsa-miR-15a-5p
17463	CREB3L1|90993	hsa-miR-127-3p
17464	CC2D1A|54862	hsa-miR-17-5p
17465	ZMYM6|9204	hsa-miR-21-3p
17466	MAPK6|5597	hsa-miR-19b-3p
17467	TRAPPC4|51399	hsa-miR-21-3p
17468	C1QA|712	hsa-miR-671-5p
17469	MOAP1|64112	hsa-miR-34a-5p
17470	SEPT6|23157	hsa-miR-107
17471	LAS1L|81887	hsa-miR-1307-3p
17472	TMEM159|57146	hsa-miR-130a-3p
17473	TMEM115|11070	hsa-miR-1307-3p
17474	ALDH1A2|8854	hsa-miR-103a-3p
17475	ATP5A1|498	hsa-miR-582-3p
17476	ARL6IP5|10550	hsa-miR-337-3p
17477	RPP25|54913	hsa-miR-218-5p
17478	ZNF697|90874	hsa-let-7a-5p
17479	CFL2|1073	hsa-miR-30a-5p
17480	LY6E|4061	hsa-miR-106b-3p
17481	STX3|6809	hsa-miR-148b-3p
17482	PTEN|5728	hsa-miR-26a-5p
17483	HIBCH|26275	hsa-miR-23a-3p
17484	DCP1A|55802	hsa-miR-15b-5p
17485	RPL37|6167	hsa-miR-767-5p
17486	EPC2|26122	hsa-miR-30d-5p
17487	YPEL3|83719	hsa-miR-27b-3p
17488	CHD7|55636	hsa-miR-30e-5p
17489	CCNH|902	hsa-miR-23b-3p
17490	NAPEPLD|222236	hsa-miR-17-5p
17491	GPATCH2|55105	hsa-miR-127-5p
17492	TMEM33|55161	hsa-miR-103a-3p
17493	CTNNA1|1495	hsa-miR-1307-3p
17494	IGFBP3|3486	hsa-miR-125b-5p
17495	CHCHD3|54927	hsa-miR-22-3p
